key,province_count,id,subsistence_building,city,port,farm,mine,wood,arable_land,resource_building_iron_mine,resource_building_lead_mine,resource_building_logging_camp,resource_building_fishing_wharf,naval_exit_id,resource_building_coal_mine,resource_building_sulfur_mine,resource_building_whaling_station,resource_building_oil_rig,undiscovered_amount_resource_building_oil_rig,discovered_amount_resource_building_oil_rig,resource_building_gold_mine,resource_building_rubber_plantation,undiscovered_amount_resource_building_rubber_plantation,discovered_amount_resource_building_rubber_plantation,resource_building_gold_field,undiscovered_amount_resource_building_gold_field,discovered_amount_resource_building_gold_field,center_province,diorama_radius_multiplier,diorama_center_offset
STATE_TRANSJORDAN,10,405,building_subsistence_orchard,xC2B483,xE050E0,x720E3F,x104A1B,x60D0E0,5.0,0,0,2,2,3047.0,0,12,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_PALESTINE,8,406,building_subsistence_farm,xC9CBC0,x605060,x60D060,xE05060,x365E8F,30.0,24,0,5,4,3034.0,0,9,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_LEBANON,5,407,building_subsistence_farm,xC7ECCB,x6010E0,xECCAC7,xECCAC7,xA050E0,30.0,0,0,4,5,3034.0,44,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SYRIA,18,408,building_subsistence_farm,x186A43,,x9A258F,xE09060,xCB0113,30.0,0,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ALEPPO,8,409,building_subsistence_farm,x7A47D7,x619060,x619060,xE01160,x14AB01,40.0,0,0,6,5,3034.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_BAGHDAD,34,410,building_subsistence_orchard,x205060,,x205060,x4F90CC,x0CA064,40.0,0,0,0,0,,0,0,0,40,40,0,0,0,0,0,0,0,0,,,
STATE_MOSUL,18,411,building_subsistence_orchard,x6F55BA,,x07BB1D,xE4E63B,x4BE9F1,30.0,0,0,0,0,,0,36,0,40,40,0,0,0,0,0,0,0,0,,,
STATE_DEIR_EZ_ZOR,24,412,building_subsistence_pasture,x849047,,x97B814,x519F26,x1ECFDA,20.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_BASRA,17,413,building_subsistence_orchard,x807060,x00F060,x9F9CCA,x88ADC8,x7CAD29,30.0,0,0,0,6,3046.0,0,32,0,60,60,0,0,0,0,0,0,0,0,,,
STATE_FARS,34,414,building_subsistence_orchard,x95EAC4,x0130E0,xEB8219,xB5A598,x8030DF,70.0,5,0,6,7,3046.0,0,28,0,60,60,0,0,0,0,0,0,0,0,,,
STATE_LARISTAN,19,415,building_subsistence_farm,xA54E11,x350DED,x36F270,x407020,x8070A0,30.0,11,0,1,10,3046.0,0,0,0,40,40,0,0,0,0,0,0,0,0,,,
STATE_KERMAN,39,2003,building_subsistence_pasture,x901598,,x901598,x901598,x901598,20.0,40,0,2,0,,14,22,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SISTAN,45,416,building_subsistence_farm,x20A19F,x945FA2,x321257,xEC93DC,xFF026E,30.0,14,0,3,4,3048.0,12,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_KHORASAN,75,417,building_subsistence_farm,xF559AB,,x746A7C,x98DCCC,x943855,90.0,22,0,4,0,,12,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_KHUZESTAN,10,418,building_subsistence_orchard,x55D475,xFBA38B,x4CA291,x80E4E1,xF5BD8F,60.0,0,0,4,5,3046.0,0,22,0,60,60,0,0,0,0,0,0,0,0,,,
STATE_ISFAHAN,33,419,building_subsistence_orchard,xE9B06D,,xED39D0,x8D9CEC,x527229,90.0,51,28,4,0,,22,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MAZANDARAN,15,420,building_subsistence_farm,xE697E6,,x63F238,x3834CF,x51E7A3,70.0,11,0,20,0,,22,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_IRAKAJEMI,32,421,building_subsistence_farm,xC0F0A0,,x4030E0,x41B060,x2E8EE8,50.0,7,10,6,0,,28,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SEMNAN,28,2004,building_subsistence_pasture,x807020,,x807020,x807020,x807020,20.0,4,8,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_TABRIZ,27,422,building_subsistence_farm,x2B1395,,x780DBA,xC277FE,xCA2489,110.0,20,25,5,0,,20,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_URMIA,8,2001,building_subsistence_farm,xADF8DB,,x9B1366,x0256AF,xA010DF,50.0,10,0,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_LURISTAN,19,423,building_subsistence_orchard,x38B60D,,xBDD368,xC82A67,x2EA8EE,40.0,2,0,3,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_PERSIAN_KURDISTAN,11,2002,building_subsistence_orchard,xE050A0,,x928FFD,x51BDFA,x80F060,50.0,3,0,4,0,,0,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_HUDAVENDIGAR,11,424,building_subsistence_farm,x13886D,xB0A060,x3F1505,xB8FEBB,xB4D60B,40.0,0,0,9,8,3035.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_AYDIN,12,425,building_subsistence_farm,xE8A5DB,xB020E0,x15CC91,xABD1D0,x205020,35.0,0,0,5,15,3035.0,48,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_KONYA,44,426,building_subsistence_farm,x547B95,x04C595,x669397,xFA1AEF,x1D4A61,40.0,0,0,4,6,3034.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_KASTAMONU,13,427,building_subsistence_farm,x415C04,x7A7E06,x747BB5,xC01000,xBEBB3F,35.0,0,0,11,10,3036.0,72,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_DIYARBAKIR,26,428,building_subsistence_orchard,xC9CF24,,xD8B670,x510E91,x55EC85,40.0,0,0,0,0,,32,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ADANA,15,429,building_subsistence_farm,x2111E0,x2111E0,xE8DCC5,xA4523A,xF657D8,15.0,0,0,4,12,3034.0,44,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_TRABZON,10,430,building_subsistence_farm,x146DD9,x9655BD,x809080,x001080,x9655BD,40.0,21,0,8,9,3094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ERZURUM,27,431,building_subsistence_farm,x895074,,x4F6E8F,xC01080,x7BC870,40.0,30,36,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ANKARA,39,432,building_subsistence_farm,x17B19B,,x0BD6EC,x25499A,xCAF12B,65.0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_KARS,7,991,building_subsistence_farm,x467F92,x809001,x8A9689,x327755,x8A9689,10.0,0,0,9,5,3094.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_DAGESTAN,13,433,building_subsistence_farm,x72A1AB,,x0F3A99,xDA5ABE,x01D041,25.0,0,0,10,0,,0,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_KUBAN,30,434,building_subsistence_farm,x80D080,x9809B7,x405000,x2CF115,xD9CD9D,105.0,10,27,35,7,3094.0,10,0,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_ARMENIA,7,435,building_subsistence_farm,x805000,,x005000,x805000,x3161E0,60.0,27,21,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_AZERBAIJAN,11,436,building_subsistence_farm,x6EB08E,,x493F0B,x0E8C3E,x69FE0D,30.0,0,18,4,0,,0,0,0,100,100,0,0,0,0,0,0,0,0,,,
STATE_GREATER_CAUCASUS,19,437,building_subsistence_farm,x3537D5,x011141,x40D001,x4A4DF9,xD62036,75.0,24,20,19,5,3094.0,40,0,0,0,0,0,3,0,0,0,0,0,0,,,
STATE_SAMARA,76,438,building_subsistence_farm,xBF7060,,xE9B9FB,x51CA06,x1C1FB7,95.0,5,0,9,0,,30,15,0,90,90,0,0,0,0,0,0,0,0,,,
STATE_TARTARIA,46,440,building_subsistence_farm,xFAB9A8,,x108711,xB9D801,x85FB7E,90.0,15,0,16,0,,0,0,0,15,15,0,0,0,0,0,0,0,0,,,
STATE_ASTRAKHAN,31,588,building_subsistence_pasture,x0E39F5,,xD559DF,xD4CB58,x176C7A,45.0,30,0,6,0,,0,30,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_UZBEKIA,66,443,building_subsistence_farm,xD056DC,,x8A56DC,xF5EF8A,xFD2FE1,100.0,0,0,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_TAJIKISTAN,35,444,building_subsistence_farm,x6DA038,,x94C7A6,x42B020,xA94DAF,55.0,0,0,2,0,,36,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_KIRGHIZIA,57,445,building_subsistence_pasture,xAA16B7,,xE5AD64,xC8CDED,x480704,50.0,0,0,6,0,,32,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_TURKMENIA,91,446,building_subsistence_farm,x3AE9D8,,xD1F3DF,xCF3B0F,x5E1CDC,25.0,0,0,2,0,,0,40,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_PASHTUNISTAN,23,449,building_subsistence_farm,x69B8C7,,x7436D6,xAFD189,xEC3398,150.0,0,4,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CENTRAL_HIGHLANDS,27,450,building_subsistence_farm,xAD7935,,x68901F,x0EE28B,x99A835,40.0,16,8,4,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_NORTHERN_BALUCHISTAN,21,2005,building_subsistence_farm,x4DC5DC,,x4DC5DC,x4DC5DC,x4DC5DC,10.0,0,0,0,0,,2,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_HERAT,32,2006,building_subsistence_farm,xD74653,,xD74653,xD74653,xD74653,50.0,6,8,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_BALKH,39,2007,building_subsistence_farm,xB7ed78,,xB7ed78,xB7ed78,xB7ed78,40.0,14,0,7,0,,14,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_QUETTA,14,2009,building_subsistence_farm,x6F000D,,x6F000D,x6F000D,x6F000D,42.0,4,8,2,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_KANDAHAR,20,2010,building_subsistence_farm,xF1FBC5,,x55B1FD,xBBE7A9,x3991B0,50.0,5,0,2,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_KABUL,28,451,building_subsistence_farm,xEF9ECA,,x885677,x70FE4E,x401B5D,80.0,10,0,4,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_BALUCHISTAN,66,452,building_subsistence_farm,xC070E0,xB7B2BD,xF9577D,x954C12,x675BCE,63.0,20,10,1,5,3048.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_LHASA,110,453,building_subsistence_farm,x06698A,,x8D0D90,xBDF268,x466F9F,100.0,0,0,20,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_NGARI,152,454,building_subsistence_pasture,xE1C6E3,,x4F7572,x63CF7D,x3242A4,60.0,0,0,11,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_HIMALAYAS,33,455,building_subsistence_rice_farm,x1619ED,,xA228F8,x29576A,xC6D4A8,111.0,8,8,10,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_EASTERN_HIMALAYAS,27,921,building_subsistence_rice_farm,xDA7F32,,xDA7F32,xDA7F32,xDA7F32,30.0,0,0,3,0,,3,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_BIHAR,39,456,building_subsistence_rice_farm,x21B060,,xAC9392,x9B7C7A,xAEDA4D,375.0,30,0,17,0,,81,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_WEST_BENGAL,17,457,building_subsistence_rice_farm,x89538D,x0A2277,x89538D,x272AEE,x2FF791,553.0,9,0,29,9,3050.0,80,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_EAST_BENGAL,30,466,building_subsistence_rice_farm,xD2E951,x3C68C9,xC81678,x93E9F4,xCA47BA,601.0,0,0,23,11,3050.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ASSAM,43,458,building_subsistence_rice_farm,xFB1561,,x30B15A,x3FD07D,x9A1864,105.0,0,0,37,0,,29,0,0,44,44,0,0,12,12,0,0,0,0,,,
STATE_DELHI,11,459,building_subsistence_farm,xE0EFA0,,x1DC68F,xE4F817,x45756F,252.0,0,0,5,0,,0,2,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_AWADH,28,460,building_subsistence_rice_farm,x7D9692,,xEC8496,xD99008,x7D9692,371.0,0,0,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_AGRA,37,918,building_subsistence_rice_farm,xB050DF,,xB050DF,xB050DF,xB050DF,483.0,2,0,6,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_GUJARAT,43,461,building_subsistence_farm,xF87E91,xB3D1CD,x90B589,x164DBB,xB05060,335.0,4,0,4,16,3048.0,0,0,0,8,8,0,0,0,0,0,0,0,0,,,
STATE_BUNDELKHAND,24,916,building_subsistence_farm,x5272B3,,x5272B3,x5272B3,x5272B3,174.0,8,0,18,0,,12,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MALWA,30,462,building_subsistence_farm,xFBDCC9,,xB8A7B3,x51E979,x746A39,131.0,11,0,8,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_KASHMIR,47,463,building_subsistence_rice_farm,x6326A6,,xB637A4,xF28F90,x9666D9,85.0,8,0,17,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_PUNJAB,52,464,building_subsistence_farm,xCD3E9A,,x19E5C0,xA0B0A0,xA6DAD0,505.0,6,0,11,0,,6,0,0,7,7,0,0,0,0,0,0,0,0,,,
STATE_HILL_PUNJAB,25,920,building_subsistence_farm,xDEFFE6,,xA0F0A0,xA0F0A0,xA0F0A0,182.0,12,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CENTRAL_PROVINCES,65,465,building_subsistence_rice_farm,xA939B9,,x5FEE46,x9473DC,x987B84,205.0,22,0,12,0,,21,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SINDH,32,467,building_subsistence_farm,xC7D26A,x6E9D54,xAE1ED1,x882A58,x02BBA0,75.0,0,0,3,6,3048.0,0,4,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_RAJPUTANA,72,468,building_subsistence_rice_farm,xE0F021,,xBD1F80,x6E01FB,x53A30A,199.0,24,6,2,0,,0,3,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CEYLON,15,469,building_subsistence_rice_farm,x23CE5A,x8D6FA8,xDF2050,xDAB923,xC23350,30.0,0,0,11,13,3049.0,0,0,0,0,0,0,0,12,12,0,0,0,0,xDAB923,,
STATE_INDIAN_OCEAN_TERRITORY,3,470,building_subsistence_farm,xD690E0,xD0E090,xD0E090,xD0E090,xD0E090,15.0,0,0,0,10,3108.0,0,0,5,0,0,0,0,0,0,0,0,0,0,,,
STATE_ORISSA,23,471,building_subsistence_rice_farm,x597E99,xBB9552,x597E99,x22B96B,xB07FDD,83.0,36,0,15,7,3050.0,21,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CIRCARS,24,472,building_subsistence_rice_farm,x477063,x477063,x0AC82E,x7166FA,x9070A0,181.0,2,0,11,18,3050.0,4,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_MYSORE,16,473,building_subsistence_rice_farm,x102D8B,x189045,x2A60B3,x102D8B,x9FE13F,210.0,24,0,14,5,3049.0,0,0,0,0,0,0,6,6,6,0,0,0,0,,,
STATE_TRAVANCORE,9,474,building_subsistence_rice_farm,xCCDC34,xE4EB67,x2121D0,xA11A79,xA0A050,120.0,0,2,11,10,3049.0,0,0,0,0,0,0,0,8,8,0,0,0,0,,,
STATE_MADRAS,26,475,building_subsistence_rice_farm,x07104C,xABADB1,x2EAD15,x486310,x9E4F00,375.0,26,0,20,18,3050.0,0,0,0,0,0,0,0,7,7,0,0,0,0,,,
STATE_KURNOOL,14,915,building_subsistence_rice_farm,x59BBE1,,x338BFB,xF46AEC,x34BB3B,63.0,15,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_HYDERABAD,45,476,building_subsistence_rice_farm,x4FCA8A,,xFFACEF,x507020,xA1516D,250.0,4,0,16,0,,6,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_BOMBAY,39,477,building_subsistence_rice_farm,xB0D0E0,x51F0A0,x4D118A,xEBD7BE,x42ACA6,400.0,23,0,17,12,3049.0,12,0,0,0,0,0,3,0,0,0,0,0,0,,,
STATE_TENASSERIM,29,523,building_subsistence_rice_farm,x5070E0,xB36203,x31852E,x2160CF,x47B039,20.0,5,0,17,12,3051.0,0,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_KACHIN,41,524,building_subsistence_rice_farm,x81E012,,x319B9E,xCD31D0,x077F7F,38.0,7,0,24,0,,0,0,0,0,0,0,3,0,0,0,0,0,0,,,
STATE_SHAN_STATES,36,525,building_subsistence_rice_farm,xD04A7B,,xA125B4,x26A4FC,xD04A7B,33.0,8,34,17,0,,5,0,0,0,0,0,0,2,2,0,0,0,0,,,
STATE_MANDALAY,23,2000,building_subsistence_rice_farm,x620442,,x212FE8,x2FF9BD,xB7E202,48.0,16,0,20,0,,0,0,0,26,26,0,2,20,20,0,0,0,0,,,
STATE_PEGU,21,526,building_subsistence_rice_farm,xB0B0A0,xB13330,x11F060,xC9BBA0,x02F3AF,40.0,0,0,18,10,3051.0,0,0,0,5,5,0,0,9,9,0,0,0,0,,,
STATE_ARAKAN,6,919,building_subsistence_rice_farm,xE85BF0,xD5DB0B,x9A018D,xD5DB0B,x6305C9,32.0,0,0,21,10,3050.0,0,0,0,7,7,0,0,0,0,0,0,0,0,,,
STATE_DZUNGARIA,238,478,building_subsistence_pasture,x7B100B,,xF536A6,x51EEA9,x23E045,30.0,24,36,0,0,,0,80,0,10,10,0,0,0,0,0,0,0,0,,,
STATE_TIANSHAN,236,479,building_subsistence_pasture,x5EC106,,x1C00F2,x67149A,x8A8795,40.0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SICHUAN,104,480,building_subsistence_rice_farm,x60E0D5,,x28C7CA,xF0F6C5,xC943C3,330.0,0,0,23,0,,60,40,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_YUNNAN,83,481,building_subsistence_rice_farm,x78DC66,,xE67199,x6A589B,x8F7B8D,150.0,60,0,17,0,,40,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_GUIZHOU,47,482,building_subsistence_rice_farm,x096C00,,x053F4B,x109000,xE0F060,110.0,0,0,26,0,,32,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SHAOZHOU,23,483,building_subsistence_rice_farm,xA0C90D,xB03161,x12F28E,xACD8B5,x242A48,200.0,36,0,11,10,3056.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ALXA,79,484,building_subsistence_pasture,x0A8ABF,,x91D0D9,x9E1C8F,x53E07B,11.0,0,0,0,0,,32,0,0,10,10,0,0,0,0,0,0,0,0,,,
STATE_HINGGAN,187,485,building_subsistence_pasture,xF700DB,,xE61212,x7D03D7,x356F29,102.0,36,24,6,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_GUANGXI,61,486,building_subsistence_rice_farm,x37E3AC,,x8834F9,x505080,xCC1018,400.0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_BEIJING,66,487,building_subsistence_rice_farm,x9BB46B,xB00D9D,xB00D9D,x0F5604,xA0662C,340.0,30,15,2,3,3138.0,28,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SHENGJING,32,680,building_subsistence_rice_farm,xA202E9,x709001,x474AF5,xD7F9BA,xE9FEDB,75.0,104,68,12,3,3138.0,97,0,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_OUTER_MANCHURIA,106,488,building_subsistence_farm,xB7B43B,x79F88A,xE18C83,xE05180,x7D6986,25.0,16,24,20,10,3059.0,12,0,0,20,20,0,0,0,0,0,8,8,0,,,
STATE_SOUTHERN_MANCHURIA,106,489,building_subsistence_rice_farm,x09233D,,x385E45,x7D7703,xD0B04D,200.0,23,25,25,8,,14,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_NORTHERN_MANCHURIA,204,490,building_subsistence_farm,x87B373,,x21D001,xE340C1,x389048,140.0,0,5,34,0,,4,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SHANXI,41,491,building_subsistence_rice_farm,xF87F8F,,x62F096,x2BAB5F,x2E331F,375.0,96,0,7,0,,116,48,0,30,30,0,0,0,0,0,0,0,0,,,
STATE_NINGXIA,54,492,building_subsistence_rice_farm,x769B1C,,x23D056,x1D97FA,xAC32B2,200.0,0,0,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_GANSU,68,493,building_subsistence_rice_farm,xA4641B,,x1CBDEB,x2A8941,x1A96D6,150.0,0,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_XIAN,46,494,building_subsistence_rice_farm,xA64E0F,,xAD7D71,x8C9D26,x09BD45,250.0,0,0,9,0,,72,60,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_QINGHAI,161,495,building_subsistence_farm,x53C731,,xBF0F3F,xCE8D54,xCF5578,60.0,0,0,6,0,,48,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CHONGQING,40,496,building_subsistence_rice_farm,x6CAE25,,x690CD4,xF9B015,x192C0F,500.0,0,0,9,0,,36,0,0,10,10,0,0,0,0,0,0,0,0,,,
STATE_GUANGDONG,26,497,building_subsistence_rice_farm,x2BDE7B,xB031E0,xFEBFD5,x30B0E0,xA92B88,330.0,0,0,8,14,3056.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_FUJIAN,31,498,building_subsistence_rice_farm,xC4F2DB,x67D814,x2028A1,xA9286D,x13C257,400.0,0,0,16,10,3056.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ZHEJIANG,27,499,building_subsistence_rice_farm,x241F94,x301080,x2238D3,x9C0372,x8B7CC2,250.0,0,0,20,11,3058.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_JIANGSU,15,500,building_subsistence_rice_farm,x11D080,x57F598,xDB13A1,xEF14F8,xD39CAD,280.0,0,0,8,8,3138.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_NANJING,7,501,building_subsistence_rice_farm,x8111D0,,x8111D0,x0A91BF,xADEC31,360.0,0,0,5,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_HENAN,33,502,building_subsistence_rice_farm,x5C5657,,x97B78C,x4D05FD,x5DB808,500.0,0,0,11,0,,52,36,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ZHILI,28,503,building_subsistence_rice_farm,xF54194,xD8F037,x115101,xAD4A5C,x480190,200.0,9,0,9,4,3138.0,5,36,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_JIANGXI,37,504,building_subsistence_rice_farm,x1186AE,,x9170CB,xCB4590,x607060,600.0,0,0,15,0,,52,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_SOUTHERN_ANHUI,17,505,building_subsistence_rice_farm,x36029B,,x49873B,x6ECE83,x329B9F,550.0,0,0,14,0,,40,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_NORTHERN_ANHUI,23,506,building_subsistence_rice_farm,x901159,,xC44EE7,x8EAD09,xC6A460,270.0,0,0,6,0,,48,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_WESTERN_HUBEI,29,507,building_subsistence_rice_farm,x696991,,xA4108C,x5D79E9,x9010C0,320.0,0,0,9,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_EASTERN_HUBEI,16,508,building_subsistence_rice_farm,xA6A054,,xFE78B5,xA6A054,x101040,320.0,0,0,8,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_HUNAN,35,509,building_subsistence_rice_farm,x425FDF,,xD010C0,x8AE2CB,xD090C0,330.0,0,0,18,0,,0,44,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_FORMOSA,7,510,building_subsistence_rice_farm,x6DAB21,x44797F,xAEA2D8,xE73B31,xE73B31,80.0,0,0,7,13,3157.0,6,0,0,6,6,0,0,0,0,0,0,0,0,,,
STATE_SHANDONG,40,511,building_subsistence_rice_farm,x9D1474,xAC24A6,x599BC4,x6B8F67,x41FB70,350.0,0,0,6,15,3138.0,0,32,0,20,20,0,0,0,0,0,0,0,0,,,
STATE_SUZHOU,7,512,building_subsistence_rice_farm,xB01101,x301000,x86FF7E,x6E575B,x61F061,400.0,0,0,5,5,3058.0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_ULIASTAI,273,513,building_subsistence_pasture,x59D6A8,,x9E2E49,x705964,x0D2595,30.0,33,0,5,0,,36,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_URGA,261,514,building_subsistence_pasture,x441F74,,xF01B63,xB0126E,xF35C78,40.0,45,0,4,0,,36,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CAMBODIA,34,515,building_subsistence_rice_farm,xD45279,x7A5B5E,xE2C782,x20D113,xC2C8CF,35.0,30,0,20,5,3072.0,0,0,0,0,0,0,0,12,12,0,0,0,0,,,
STATE_BANGKOK,21,516,building_subsistence_rice_farm,x10AFE0,x10AFE0,x5B0F13,xCE49D1,x99A1C0,50.0,0,0,17,8,3072.0,0,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_TONKIN,23,517,building_subsistence_rice_farm,xF0E531,x4BB178,xF0B0A0,x70B09F,x799EA4,60.0,0,0,15,7,3056.0,38,0,0,0,0,0,0,16,16,0,0,0,0,,,
STATE_ANNAM,17,518,building_subsistence_rice_farm,xB070A0,xA01EF1,x2A870A,xEDBFB1,x5109BC,60.0,27,0,17,15,3056.0,24,0,0,0,0,0,0,6,6,0,0,0,0,,,
STATE_MEKONG,27,519,building_subsistence_rice_farm,xE5A4DA,xE5A4DA,x3C8C22,x1C5BE6,x246E58,60.0,0,0,20,16,3072.0,0,0,0,0,0,0,0,8,8,0,0,0,0,,,
STATE_LAOS,47,520,building_subsistence_rice_farm,x1E6D3C,,xC8AFB5,xF03D75,xB0EF20,40.0,36,0,23,0,,32,0,0,0,0,0,0,0,0,0,0,0,0,,,
STATE_CHIANG_MAI,24,521,building_subsistence_rice_farm,xAB195B,,xD6A9D8,xABF7A2,x3AAF2B,30.0,0,36,18,0,,32,0,0,0,0,0,0,4,4,0,0,0,0,,,
STATE_NAKHON_RATCHASIMA,39,522,building_subsistence_rice_farm,x37DC38,x9030DF,x56E44C,xA3D6B8,x1CFFD0,40.0,0,0,25,6,3072.0,0,0,0,0,0,0,0,2,2,0,0,0,0,,,
STATE_SAKHALIN,31,527,building_subsistence_pasture,x2492AA,x2492AA,xC3C06E,x7608FE,x1B4E8D,10.0,45,0,11,14,3118.0,32,22,3,10,10,0,0,0,0,0,0,0,0,,,
STATE_HOKKAIDO,24,528,building_subsistence_pasture,xA011C0,xA090C0,x5F2A24,x3974DA,x9E56C2,25.0,4,7,9,15,3059.0,59,22,8,0,0,0,0,0,0,0,4,4,0,,,
